"conf	repacc	prova	specie	comprensorio	sex	age	prelievo	riserva	altitudine	statoc	sintomi	numcamp	identif	esito	esito2	esito3	finalita	mp	pr	comune	localita	anno	mese	dtprel"
"263826	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Losine	Parmatu	2019	7	2019-07-29 00:00:00.000"
"265191	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 4 Bassa Valle Camonica	M	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	450	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Darfo Boario Terme	Capo di Lago	2019	7	2019-07-29 00:00:00.000"
"268069	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Breno	Loc. Montepiano	2019	7	2019-07-31 00:00:00.000"
"268071	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Cimbergo	NULL	2019	7	2019-07-31 00:00:00.000"
"268072	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	PV - Ambito Territoriale di Caccia (A.T.C.) 3 Pavese	F	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	PV	Rocca Dè Giorgi	Gioia Pavia	2019	7	2019-07-31 00:00:00.000"
"268073	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	PV - Ambito Territoriale di Caccia (A.T.C.) 3 Pavese	F	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	P	Positivo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	PV	Rocca Dè Giorgi	Gioia Pavia	2019	7	2019-07-31 00:00:00.000"
"268074	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	PV - Ambito Territoriale di Caccia (A.T.C.) 3 Pavese	F	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	PV	Rocca Dè Giorgi	Gioia Pavia	2019	7	2019-07-31 00:00:00.000"
"268099	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	900	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	Monte Pini	2019	8	2019-08-04 00:00:00.000"
"271010	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Paspardo	Pian Del Campo	2019	8	2019-08-03 00:00:00.000"
"271039	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Braone	Loc.Servil	2019	8	2019-08-04 00:00:00.000"
"271137	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	700	Congelato	NULL	1	24-28	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc.Aste	2019	8	2019-08-01 00:00:00.000"
"271140	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	1100	Congelato	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Colomba	2019	8	2019-08-04 00:00:00.000"
"271141	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	110	Congelato	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Colomba	2019	8	2019-08-04 00:00:00.000"
"275223	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Stagno Lombardo	BOSCO RONCHETTI	2019	8	2019-08-08 00:00:00.000"
"276064	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CAPRIOLO	NULL	M	Cl 1: 13-24 mesi \ 1-2 anni	altro	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Martignana di Po	SS 343	2019	8	2019-08-07 00:00:00.000"
"276253	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	P	Positivo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Paspardo	Loc.Zumella	2019	8	2019-08-09 00:00:00.000"
"278521	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	Parco  Alto Garda Bresciano	750	Congelato	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Località Traval	2019	8	2019-08-11 00:00:00.000"
"278531	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	Parco  Alto Garda Bresciano	750	Congelato	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Località Traval	2019	8	2019-08-10 00:00:00.000"
"278614	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Ceto	Località Val Dois	2019	8	2019-08-11 00:00:00.000"
"278826	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Losine	Località Anegua	2019	8	2019-08-11 00:00:00.000"
"278830	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Losine	Località Parmantu	2019	8	2019-08-11 00:00:00.000"
"282463	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 4 Bassa Valle Camonica	M	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	900	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Lozio	Località Frosinone	2019	8	2019-08-19 00:00:00.000"
"283137	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Motta Baluffi	RONCHETTO	2019	8	2019-08-19 00:00:00.000"
"284276	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Aste	2019	8	2019-08-19 00:00:00.000"
"287509	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Braone	Loc. Servil	2019	8	2019-08-20 00:00:00.000"
"287859	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	800	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Gargnano	M.Peni	2019	8	2019-08-22 00:00:00.000"
"289401	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Magasa	Loc. Camiolo	2019	8	2019-08-24 00:00:00.000"
"290497	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Breno	Loc. Sareda Astrio	2019	8	2019-08-22 00:00:00.000"
"290503	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Losine	Loc. Antegua	2019	8	2019-08-22 00:00:00.000"
"290510	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Braone	Loc. Servil	2019	8	2019-08-23 00:00:00.000"
"290516	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Cimbergo	Via Marconi	2019	8	2019-08-23 00:00:00.000"
"290519	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 4 Bassa Valle Camonica	F	NULL	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Ossimo	Loc. Agolo	2019	8	2019-08-26 00:00:00.000"
"290680	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Congelato	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tremosine	Loc. Brosa	2019	8	2019-08-26 00:00:00.000"
"291072	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	Parco  Alto Garda Bresciano	1000 mt	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Magasa	Loc. Rango	2019	8	2019-08-26 00:00:00.000"
"293072	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	NULL	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Losine	NULL	2019	8	2019-08-26 00:00:00.000"
"293086	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Breno	Loc.Ransù	2019	8	2019-08-26 00:00:00.000"
"295314	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	M	NULL	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	P	Positivo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Gussola	ISOLA MARIA LUIGIA	2019	8	2019-08-28 00:00:00.000"
"296851	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	M	Cl 0: 0-12 mesi \ 0-1 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Motta Baluffi	RONCHETTO	2019	8	2019-08-29 00:00:00.000"
"297464	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Cimbergo	NULL	2019	8	2019-08-29 00:00:00.000"
"297465	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Sellero	Loc.Tambione	2019	8	2019-08-29 00:00:00.000"
"297468	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Braone	Loc.Servile	2019	8	2019-08-30 00:00:00.000"
"297469	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	F	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Losine	Loc. Parmanto	2019	8	2019-08-30 00:00:00.000"
"299264	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Carbonera	2019	8	2019-08-31 00:00:00.000"
"299277	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	NULL	NULL	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Cà dela Bianca	2019	8	2019-08-25 00:00:00.000"
"299298	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Gramele	2019	8	2019-08-26 00:00:00.000"
"299309	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	P	Positivo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Carbonera	2019	8	2019-08-31 00:00:00.000"
"299320	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Sernifa	2019	8	2019-08-24 00:00:00.000"
"299743	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	F	Cl 0: 0-12 mesi \ 0-1 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. Bocca Colomba	2019	8	2019-08-22 00:00:00.000"
"299759	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 4 Bassa Valle Camonica	M	NULL	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Bienno	Loc. Le Valli Prestine	2019	8	2019-08-30 00:00:00.000"
"301749	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	2100	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Monno	Lago Mortirolo	2019	9	2019-09-02 00:00:00.000"
"301760	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Losine	Località Parmantu	2019	9	2019-09-02 00:00:00.000"
"301769	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Paspardo	Località Zumella	2019	8	2019-08-31 00:00:00.000"
"301777	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Breno	Località PUNCI	2019	9	2019-09-01 00:00:00.000"
"301783	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Losine	Località ANEGNA	2019	8	2019-08-31 00:00:00.000"
"304598	Sede Territoriale di Pavia	Brucella abortus/melitensis/suis: anticorpi	CAPRIOLO	PV - Ambito Territoriale di Caccia (A.T.C.) 5 Oltrepò Sud	M	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	PV	Voghera	VIALE REPUBBLICA,88	2019	9	2019-09-06 00:00:00.000"
"305678	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	F	Cl 1: 13-24 mesi \ 1-2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Gussola	ISOLA MARIA LUIGIA	2019	9	2019-09-05 00:00:00.000"
"305778	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 2 Edolo	F	Cl 2: > 25 mesi \ > 2 anni	da prelievo venatorio - abbattuto	NULL	2100	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Monno	Lago Mortirolo	2019	9	2019-09-05 00:00:00.000"
"306131	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 4 Bassa Valle Camonica	M	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Congelato	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Ossimo	Loc. Agolo	2019	9	2019-09-07 00:00:00.000"
"306138	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 4 Bassa Valle Camonica	F	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Congelato	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Ossimo	Loc. Agolo	2019	9	2019-09-07 00:00:00.000"
"306150	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 8 Alto Garda	M	Cl 1: 13-24 mesi \ 1-2 anni	da prelievo venatorio - abbattuto	NULL	NULL	Congelato	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Tignale	Loc. T. Bianche	2019	9	2019-09-07 00:00:00.000"
"307135	Sede Territoriale di Brescia	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	BS - Comprensorio Alpino (C.A.) 3 Media Valle Camonica	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	Oasi faunistica	NULL	Fresco	NULL	1	NULL	N	Negativo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	BS	Losine	NORONE-MANEDE	2019	9	2019-09-04 00:00:00.000"
"307551	Sede Territoriale di Cremona	Brucella abortus/melitensis/suis: anticorpi	CINGHIALE	NULL	M	Cl 2: > 25 mesi \ > 2 anni	da piani di abbattimento - abbattuto	NULL	NULL	Fresco	NULL	1	NULL	P	Positivo	NULL	Monitoraggio fauna selvatica Lombardia	MP 04/125 rev. 1	CR	Torricella del Pizzo	LANCA GEROLE	2019	9	2019-09-09 00:00:00.000"
